CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
BANJAR,6303,32.62,33.82,18.08,13.17,7.03,40.5,30.94
BARITO KUALA,6304,27.85,25.5,39.05,3.71,10.45,35.21,41.5
TAPIN,6305,42.31,27.19,26.57,3.77,6.21,32.66,30.56
HULU SUNGAI SELATAN,6306,40.53,41.72,14.5,5.36,1.95,43.64,20.26
HULU SUNGAI TENGAH,6307,38.72,28.66,32.03,3.82,2.29,31.1,35.02
HULU SUNGAI UTARA,6308,38.28,37.59,15.43,10.27,1.84,38.93,25.61
TABALONG,6309,55.95,22.69,21.19,2.25,1.65,24.34,22.89
TANAH BUMBU,6310,58.21,24.36,18.22,1.93,1.81,26.46,20.09
BALANGAN,6311,38.93,24.38,34.87,2.57,2.79,28.3,37.6
KOTA BANJARMASIN,6371,33.18,31.29,23.66,11.73,5.31,36.19,35.25
KOTA BANJAR BARU,6372,37.9,29.28,24.82,9.24,3.04,32.39,33.89
PASER,6401,65.48,13.4,22.27,1.45,0.78,14.35,23.99
KUTAI BARAT,6402,82.21,3.87,14.6,1.65,0.55,4.57,16.11
KUTAI KARTANEGARA,6403,63.43,8.15,24.46,7.11,0.88,8.98,31.34
KUTAI TIMUR,6404,81.57,7.81,11.91,2.28,0.59,8.58,14.21
BERAU,6405,84.33,3.55,11.83,2.21,0.57,4.06,13.75
PENAJAM PASER UTARA,6409,53.33,9.44,37.16,3.29,1.16,10.38,40.33
MAHAKAM ULU,6411,96.36,1.96,4.4,0.81,0,2.15,5.31
KOTA BALIKPAPAN,6471,47,16.63,25.65,13.7,2.05,18.51,38.98
KOTA SAMARINDA,6472,65.63,13.03,17.19,6.73,1.36,14.4,23.86
KOTA BONTANG,6474,66.69,8.01,18.07,10.83,0.66,8.91,28.82
MALINAU,6501,83.38,3.65,14.62,1.79,0.46,4.06,16.53
BULUNGAN,6502,88.88,2.66,8.16,2.04,0.55,3.18,9.87
TANA TIDUNG,6503,79.03,2.66,19.67,2.12,0,3.42,22.75
NUNUKAN,6504,80.85,2.34,8.82,10.74,0.6,2.98,19.15
KOTA TARAKAN,6571,78.3,3.44,10.64,10.53,0.81,4.26,21.27
BOLAANG MONGONDOW,7101,51.98,2.13,42.46,4.83,3.25,5.25,46.75
MINAHASA,7102,49.62,11.62,17.33,21.89,4.86,16.08,38.62
KEPULAUAN SANGIHE,7103,98.19,0.88,0.98,0.46,0.42,1.17,1.51
KEPULAUAN TALAUD,7104,100,0,0.72,0,0,0,1.08
MINAHASA SELATAN,7105,55.08,6.17,29.05,11.17,3.04,9.43,39.93
MINAHASA UTARA,7106,64.39,10.07,11.61,13.72,5.61,15.04,24.78
BOLAANG MONGONDOW UTARA,7107,68.01,4.31,24.57,5.81,0.82,5.13,31.16
SIAU TAGULANDANG BIARO,7108,100,0.71,0.66,0,0,1.12,1.07
MINAHASA TENGGARA,7109,57.14,12.93,20.29,13.53,1.57,14.64,33.68
BOLAANG MONGONDOW SELATAN,7110,50,1.45,48.3,6.45,1.3,2.75,51.68
BOLAANG MONGONDOW TIMUR,7111,62.34,2.65,27.69,9.3,2.62,5.24,35.82
KOTA MANADO,7171,56.96,12.77,11.27,19.88,4.44,17,31.01
KOTA BITUNG,7172,58.25,18.47,7.16,17.57,3.82,22.22,24.46
KOTA TOMOHON,7173,54.98,10.01,19.8,15.88,3.92,13.88,35.87
KOTA KOTAMOBAGU,7174,45.91,3.3,37.65,15.65,2.08,5.4,52.9
BANGGAI KEPULAUAN,7201,94.43,2.08,2.7,0.75,0.45,2.41,3.46
BANGGAI,7202,62.51,3.47,34.54,2.48,0.61,3.99,37.15
MOROWALI,7203,59.54,6.2,35.39,5.39,0.54,6.8,40.19
POSO,7204,70.1,11.38,14.88,7.5,0.82,12.25,21.77
DONGGALA,7205,51.92,18.05,27.31,7.21,1.8,18.98,33.53
TOLI-TOLI,7206,84.66,2.98,10.75,2.69,0.74,3.82,13.8
BUOL,7207,93.82,1.82,4.53,1.28,0.45,2.18,5.51
PARIGI MOUTONG,7208,50.06,19.31,29.65,4.93,1.3,20.72,34.51
TOJO UNA-UNA,7209,81.93,5.78,9.51,6.28,0.51,6.35,16.17
SIGI,7210,57.76,16.91,22.6,6.21,1.6,17.69,27.68
BANGGAI LAUT,7211,97.92,0,3.35,0,0,0,3.35
MOROWALI UTARA,7212,51.78,5.84,43.42,4.85,0.78,6.55,47.43
KOTA PALU,7271,59.61,17.52,20.33,6.96,1.29,18.81,27.09
SELAYAR,7301,59.07,1.95,34.2,8.17,0.93,3.05,42.46
BULUKUMBA,7302,32.02,29.26,24.16,6.18,14.17,43.18,29.55
BANTAENG,7303,26.56,24.94,34.85,4.03,15.88,39.81,38.01
JENEPONTO,7304,25.41,23.16,30.48,3.99,24.38,47.4,34.13
TAKALAR,7305,28.73,27.93,22.48,4.49,21.43,49.35,27.27
GOWA,7306,33.33,20.79,21.54,7.85,23.11,43.11,28.96
SINJAI,7307,39.95,30.41,14.53,8.49,13.36,43.07,21.77
MAROS,7308,26,25.32,19.72,9.39,24.53,49.25,28.89
PANGKAJENE DAN KEPULAUAN,7309,37.18,24.12,15.18,5.73,23.68,47.24,19.9
BARRU,7310,44.4,23.22,13.47,5.79,17.9,38.78,19.76
BONE,7311,44.78,26.88,13.95,12.27,7.04,33.77,26.05
SOPPENG,7312,43.03,19.15,11.73,7.51,24.35,44.42,19.22
WAJO,7313,51.43,17.39,17.59,5.87,13.8,30.4,22.75
SIDENRENG RAPPANG,7314,42.5,23.92,16.48,8.31,12.72,36.75,24.89
PINRANG,7315,44.99,20.59,15.83,13.3,10.51,31.14,28.84
ENREKANG,7316,68.6,9.7,13.58,3.2,8.24,16.86,16.46
LUWU,7317,53.53,22.88,16.44,5.53,7.06,29.56,22.22
TANA TORAJA,7318,79,1.85,13.14,6.66,3.53,5.42,20.01
LUWU UTARA,7322,53.91,22.57,18.55,4.02,5.21,27.82,22.06
LUWU TIMUR,7325,59.65,20.37,16.18,3.03,4.87,25.23,19.15
TORAJA UTARA,7326,77.7,2.45,9.13,11.7,3.3,5.71,20.51
KOTA MAKASSAR,7371,36.83,18.44,18.5,16.64,15.12,33.2,34.83
KOTA PARE-PARE,7372,47.12,18.8,14.7,10.41,13.64,33.35,24.12
KOTA PALOPO,7373,54.57,23.66,11.05,11.7,5.05,28.34,22.42
BUTON,7401,87.18,3.36,7.68,2.56,1.29,4.65,9.77
MUNA,7402,79.08,14.77,3.44,2.42,3.12,17.7,5.94
KONAWE,7403,58.49,19.39,16.4,9.2,1.47,20.9,25.64
KOLAKA,7404,65.81,5.13,28.21,5.05,1.27,6.28,33.35
KONAWE SELATAN,7405,64.8,9.48,13.09,15.3,2.5,11.68,27.96
BOMBANA,7406,87.79,7.77,4.01,1.24,2.41,9.89,5.24
WAKATOBI,7407,99.27,0.53,1,0.43,0,0.7,1.28
KOLAKA UTARA,7408,69.77,2.42,26.59,3.29,1.12,3.66,28.95
BUTON UTARA,7409,97.56,1.41,2.01,0.84,0.5,1.71,3.01
KONAWE UTARA,7410,70.31,14.01,8.68,6.27,1.33,15.17,14.91
KOLAKA TIMUR,7411,82.05,2.59,13.65,5.11,1.04,3.68,18.76
KONAWE KEPULAUAN,7412,83.28,11.58,3.22,0,0,13.5,4.18
KOTA KENDARI,7471,69.94,16.19,9.6,7.72,1.48,17.78,17.17
KOTA BAU-BAU,7472,86.67,2.57,9.56,3.05,1.07,3.56,12.64
BOALEMO,7501,83.6,4.03,12.35,2.86,0.34,4.29,15.16
GORONTALO,7502,64.51,22.25,6.4,9.54,2.06,23.57,16.17
POHUWATO,7503,85.57,3.61,10.33,1.57,0.51,4.2,12.02
BONE BOLANGO,7504,77.5,5.65,12.36,6.78,0.95,6.88,19.51
GORONTALO UTARA,7505,82.22,13.76,4.17,1.44,0.85,14.43,5.44
KOTA GORONTALO,7571,61.61,14.29,9.98,18.13,1.25,15.37,27.81
MAJENE,7601,65,18.61,12.91,4.18,3.18,22.27,16.31
POLEWALI MANDAR,7602,59.72,15.85,10.49,11.35,7.63,22.95,21.65
MAMASA,7603,83.71,3.64,10.04,3.08,1.52,5.13,12.86
MAMUJU,7604,66.54,7.45,25.34,3.93,1.45,8.81,29
MAMUJU UTARA,7605,52.53,19.86,20.75,12.15,1.01,20.72,31.59
MAMUJU TENGAH,7606,60.35,3.27,32.24,6.3,1.65,5.04,38.43
MALUKU TENGGARA BARAT,8101,92.86,0.37,8.35,1.35,0,0.42,9.67
MALUKU TENGGARA,8102,90.31,0.98,6.71,3.8,0.18,1.23,10.42
MALUKU TENGAH,8103,92.86,0.8,5.49,1.53,0.23,1,6.91
BURU,8104,93.9,0.5,6.63,1.34,0.2,0.69,7.78
KEPULAUAN ARU,8105,100,0.36,0.92,0.19,0.16,0.44,1.08
SERAM BAGIAN BARAT,8106,96.14,0.67,2.08,0.66,0.24,0.91,2.86
SERAM BAGIAN TIMUR,8107,94.8,0.36,1.38,0.69,0.39,0.57,2.01
MALUKU BARAT DAYA,8108,83.58,2.34,2.59,0.92,0,2.63,3.3
BURU SELATAN,8109,97.23,1.16,2.32,0.77,0.32,1.52,3.11
KOTA AMBON,8171,91.14,0.27,8.66,1.8,0.08,0.35,10.29
KOTA TUAL,8172,86.74,0,8.42,4.21,0,0,13.89
HALMAHERA BARAT,8201,95.33,0.5,4.68,1.87,0.14,0.64,6.5
HALMAHERA TENGAH,8202,99.43,0.41,0.52,0.38,0.16,0.57,0.98
KEPULAUAN SULA,8203,97.21,0,0.25,0,0,0.34,0.49
HALMAHERA SELATAN,8204,96.53,1.77,1.65,0.57,0.24,1.88,2.06
HALMAHERA UTARA,8205,95.32,1.01,3.61,0.87,0.22,1.32,4.41
HALMAHERA TIMUR,8206,95.76,1.9,3.06,1.09,0.35,2.36,4.21
PULAU MOROTAI,8207,93.26,0.8,1.78,0.71,0.19,1.15,2.58
PULAU TALIABU,8208,95.14,1.12,0.88,0.34,0.34,0.99,1.02
KOTA TERNATE,8271,95.62,0.39,2.82,1.45,0.09,0.46,4.19
KOTA TIDORE KEPULAUAN,8272,95.3,0.52,2.74,2.64,0,0.78,5.33
FAKFAK,9101,95.37,0.52,3.67,0.82,0,0.66,4.48
KAIMANA,9102,96.24,3.21,0.98,0.32,0,3.24,1.28
TELUK WONDAMA,9103,96.63,1.38,0.67,0.35,0,1.45,0.71
TELUK BINTUNI,9104,99.23,1.08,1.98,0.39,0.15,1.09,2.48
MANOKWARI,9105,94.85,0.54,4.02,1.31,0,0.61,5.23
SORONG SELATAN,9106,96.41,0,0.67,0.48,0,0,1.4
SORONG,9107,98.16,0.67,4.01,1.88,0.38,0.6,5.78
RAJA AMPAT,9108,97.97,0,0.77,0.6,0,0,1.09
TAMBRAUW,9109,97.37,1.16,2.57,0.74,0,1.29,2.57
MAYBRAT,9110,96.7,0,0,0,0,0,0
MANOKWARI SELATAN,9111,100,2.74,0.86,0,0,2.14,1.8
PEGUNUNGAN ARFAK,9112,94.01,5.14,1.3,0,0,5.53,2.15
KOTA SORONG,9171,95.53,0.18,3.53,1.72,0.1,0.31,5.35
MERAUKE,9401,94.63,0.45,4.56,1.33,0.13,0.62,6.02
JAYAWIJAYA,9402,99.55,0.26,0.29,0,0,0.27,0.38
JAYAPURA,9403,92.55,2.19,5.17,1.53,0.37,2.39,6.68
NABIRE,9404,95.52,0.33,3.92,1.23,0.15,0.48,5.2
KEPULAUAN YAPEN,9408,97.57,0.18,1.54,0.62,0,0.23,2.21
BIAK NUMFOR,9409,96.06,0.23,3.62,0.9,0.17,0.36,4.42
PANIAI,9410,98.9,0.63,1.97,0.57,0,0.87,2.45
PUNCAK JAYA,9411,97.18,0.85,2.28,0,0,1.31,2.82
MIMIKA,9412,89.97,0.27,9.53,2.02,0.12,0.43,11.88
BOVEN DIGOEL,9413,98.22,1.04,1.78,0.46,0,1.44,2.27
MAPPI,9414,98.18,1.66,1.15,0.26,0,1.88,1.34
ASMAT,9415,99.94,0.39,0,0,0,0.52,0
YAHUKIMO,9416,0,0,0,0,0,0,0
TOLIKARA,9418,95.89,0,3.91,0,0,4.5,3.52
SARMI,9419,99.07,0,0,0,0,0,1.68
KEEROM,9420,86.86,1.55,12.53,0.82,0.3,1.48,13.19
WAROPEN,9426,100,0,3.1,0,0,0,3.1
MAMBERAMO RAYA,9428,96.6,0.74,0,0,0,0,0
NDUGA,9429,0,0,0,0,0,0,0
LANNY JAYA,9430,100,0,3.09,0,0,0,4.49
MAMBERAMO TENGAH,9431,100,0,0.82,0,0,0,1.31
YALIMO,9432,90,0,0,0,0,0,0
PUNCAK,9433,90.44,0,4.78,0,0,4.78,8.37
DOGIYAI,9434,100,0,0,0,0,0,3.13
INTAN JAYA,9435,94.62,0,4.48,0,0,5.83,0
DEIYAI,9436,98.88,0,0,0,0,0,0
KOTA JAYAPURA,9471,94.47,0.25,5.55,1.06,0.1,0.35,6.73
