CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
BANJAR,6303,32.02,34.4,18.56,12.74,7.15,41.23,30.8
BARITO KUALA,6304,26.64,26.2,38.66,3.73,10.61,36.41,41.97
TAPIN,6305,41.24,27.51,27.84,3.51,6.74,33.74,31.26
HULU SUNGAI SELATAN,6306,39.8,42.79,14.59,5.34,2.41,44.35,19.02
HULU SUNGAI TENGAH,6307,37.06,29.37,31.31,3.59,2.55,32.22,34.57
HULU SUNGAI UTARA,6308,38.86,38.91,15.23,10.45,2.42,40.06,24.7
TABALONG,6309,56.19,23.47,20.27,2.24,1.94,25.08,22.57
TANAH BUMBU,6310,58.62,25.6,17.48,1.73,1.72,27.44,19.27
BALANGAN,6311,39.38,25.3,34.7,2.64,3.33,31.19,37.05
KOTA BANJARMASIN,6371,33.53,30.37,23.63,12.4,5.47,35.64,35.7
KOTA BANJAR BARU,6372,38.91,30.63,22.69,8.72,3.61,33.93,31.66
PASER,6401,65.09,14.05,22.57,1.57,0.78,15.02,24.01
KUTAI BARAT,6402,83.15,3.8,14.16,1.59,0.7,4.19,15.64
KUTAI KARTANEGARA,6403,63.72,8.17,23.75,6.88,0.92,9.04,30.53
KUTAI TIMUR,6404,81.6,7.95,11.57,2.28,0.64,8.8,13.88
BERAU,6405,84.7,3.48,11.34,2.09,0.58,4.19,13.4
PENAJAM PASER UTARA,6409,56.15,9.15,35.26,3.22,1.15,10.14,38.5
MAHAKAM ULU,6411,95.13,2.59,4.2,0,0,3.01,4.35
KOTA BALIKPAPAN,6471,46.88,16.74,25.83,13.32,2.07,18.96,38.78
KOTA SAMARINDA,6472,65.73,13.05,17.19,6.62,1.41,14.47,23.58
KOTA BONTANG,6474,66.16,8.16,18.29,10.72,0.72,8.66,28.5
MALINAU,6501,84.18,3.45,14.66,1.58,0.55,3.98,16.14
BULUNGAN,6502,90.02,2.52,8.06,2.02,0.59,3.04,9.9
TANA TIDUNG,6503,80.72,2.69,18.57,2.55,0.85,3.4,21.55
NUNUKAN,6504,81.38,2.05,8.81,11.08,0.72,2.61,19.47
KOTA TARAKAN,6571,78.29,3.89,10.56,9.86,0.85,4.7,20.2
BOLAANG MONGONDOW,7101,51.61,2.49,42.74,4.57,3.28,5.71,45.89
MINAHASA,7102,49.81,11.84,17.16,21.04,4.75,16.71,37.85
KEPULAUAN SANGIHE,7103,96.15,0.94,0.99,0.57,0.62,1.37,1.49
KEPULAUAN TALAUD,7104,99.52,1.04,0,0,0,1.04,0
MINAHASA SELATAN,7105,54.73,5.77,29.38,11.35,3.17,8.91,40.21
MINAHASA UTARA,7106,64.25,10.09,11.3,12.94,6.15,15.34,24.47
BOLAANG MONGONDOW UTARA,7107,68.55,3.68,26.54,5.95,0.97,4.69,31.08
SIAU TAGULANDANG BIARO,7108,98.54,0.69,0.99,0.69,0.56,1.77,1.42
MINAHASA TENGGARA,7109,56.89,14.08,20.67,12.87,1.3,15.38,33
BOLAANG MONGONDOW SELATAN,7110,49.5,1.48,47.64,6.28,1.19,2.91,54.4
BOLAANG MONGONDOW TIMUR,7111,64.43,2.41,28.27,8.68,2.51,5.04,36.24
KOTA MANADO,7171,56.73,12.51,11.53,20,4.35,16.78,31.22
KOTA BITUNG,7172,59.93,17.37,7.32,16.3,4.02,21.07,23.24
KOTA TOMOHON,7173,54.65,9.59,18.99,16.04,4.22,13.44,34.98
KOTA KOTAMOBAGU,7174,46.37,3.08,37.3,15.46,2.17,5.34,53.08
BANGGAI KEPULAUAN,7201,95.9,1.64,2.49,0.73,0.39,2.15,3.2
BANGGAI,7202,62.1,3.31,34.78,2.55,0.58,3.9,37.22
MOROWALI,7203,59.08,6.89,33.64,5.61,0.6,7.66,40.06
POSO,7204,69.97,11.23,14.83,7.32,0.78,12.26,22.03
DONGGALA,7205,51.21,18.15,27.2,7.52,2.21,20.44,34.53
TOLI-TOLI,7206,85.59,3.09,10.87,2.47,0.69,3.77,13.58
BUOL,7207,93.55,1.77,4.95,1.1,0.46,2.28,5.98
PARIGI MOUTONG,7208,48.43,18.1,32.45,4.38,1.61,19.66,36.65
TOJO UNA-UNA,7209,80.67,5.56,9.18,6.07,0.53,6.15,15.51
SIGI,7210,59.11,18.57,22.42,5.99,2,20.33,28.56
BANGGAI LAUT,7211,90.52,0,1.77,1.3,0,0,2.23
MOROWALI UTARA,7212,51.44,6.31,42.72,4.37,0.91,7.16,47.36
KOTA PALU,7271,59.51,17.87,20.55,6.55,1.46,19.28,26.89
SELAYAR,7301,59.49,2.36,35.02,7.72,1.06,3.38,41.26
BULUKUMBA,7302,31.02,30.74,22.95,6.36,14.56,43.95,28.89
BANTAENG,7303,25.45,24.44,34.2,4.02,16.47,41,38.55
JENEPONTO,7304,25.37,23.08,29.38,4.12,25.12,46.8,33.42
TAKALAR,7305,27.56,27.62,21.5,4.49,24.15,50.82,25.94
GOWA,7306,32.3,20.27,21.02,7.91,24.45,44.19,28.51
SINJAI,7307,38.8,32.45,13.48,7.97,13.62,45.41,21.33
MAROS,7308,26.59,23.84,18.9,10.19,25.6,48.77,28.92
PANGKAJENE DAN KEPULAUAN,7309,36.3,25.13,14.27,5.86,25.02,48.16,19.68
BARRU,7310,44.36,23.55,13.84,5.8,17.21,39.62,19.72
BONE,7311,44.4,27.29,14.29,12.24,7.16,34.31,25.58
SOPPENG,7312,41.78,19.91,11.42,7.05,25.24,45.44,18.09
WAJO,7313,51.01,18.01,16.68,5.74,14.36,31.69,21.82
SIDENRENG RAPPANG,7314,42.49,24.63,16.46,8.37,12.78,36.77,24.86
PINRANG,7315,44.66,20.4,15.59,13.24,10.89,30.71,28.92
ENREKANG,7316,68.95,10.09,13.1,2.81,8.41,18.51,15.59
LUWU,7317,53.84,23.89,15.38,5.39,6.56,30.18,20.23
TANA TORAJA,7318,79.93,2.05,13.57,7.06,3.78,5.77,21.43
LUWU UTARA,7322,53.82,22.92,17.63,3.76,5.58,28.27,21.55
LUWU TIMUR,7325,60.07,21.15,14.94,2.96,4.21,25.5,18.31
TORAJA UTARA,7326,77.47,2.55,9.31,11.66,3.19,5.68,20.63
KOTA MAKASSAR,7371,38.19,18.6,17.86,16.17,14.76,32.99,33.68
KOTA PARE-PARE,7372,47.46,18.4,13.95,10.39,14.51,32.8,23.43
KOTA PALOPO,7373,55.88,23.34,10.39,10.84,5.48,28.57,21.14
BUTON,7401,86.32,3.08,8,2.87,1.19,4.22,10.11
MUNA,7402,77.49,14.78,3.91,2.77,4.62,18.36,6.86
KONAWE,7403,59.14,18.97,15.88,9.31,1.8,20.7,24.48
KOLAKA,7404,65.82,5.03,27.02,5.22,1.58,6.64,32.52
KONAWE SELATAN,7405,65.13,10.43,12.87,14.5,2.96,13.38,26.18
BOMBANA,7406,85.02,7.19,3.95,1.02,3,10.01,4.97
WAKATOBI,7407,97.64,0.5,0.91,0.37,0.43,0.99,1.16
KOLAKA UTARA,7408,70.11,2.75,25.61,3.28,1.31,3.95,28.6
BUTON UTARA,7409,95.25,1.87,2.38,0.8,0.66,2.19,3.18
KONAWE UTARA,7410,72.57,13.22,7.6,6.3,1.2,14.73,14.06
KOLAKA TIMUR,7411,79.18,2.68,14.25,5.19,0.89,3.61,19.03
KONAWE KEPULAUAN,7412,78.53,15,3.82,0,0,15.88,5
KOTA KENDARI,7471,69.35,16.09,9.47,7.46,1.84,17.89,16.9
KOTA BAU-BAU,7472,85.6,2.52,9.92,2.91,1.14,3.68,12.97
BOALEMO,7501,82.91,3.63,12.73,2.74,0.38,4.01,15.79
GORONTALO,7502,65.98,21.84,6.13,8.13,1.89,23.75,13.98
POHUWATO,7503,86.69,3.48,11.16,1.68,0.59,3.97,13
BONE BOLANGO,7504,81.58,6.25,11.34,6.17,1.19,7.26,17.99
GORONTALO UTARA,7505,82.05,13.28,3.74,1.67,0.97,13.97,5.32
KOTA GORONTALO,7571,61.1,13.65,10.72,17.98,1.23,14.77,28.26
MAJENE,7601,64.4,17.52,12.96,3.83,4.72,22.48,16.78
POLEWALI MANDAR,7602,57.93,15.08,10.52,10.18,10.76,25.58,20.52
MAMASA,7603,83.06,3.68,10.41,3.02,1.61,5.28,13.26
MAMUJU,7604,68.09,7.08,22.91,3.86,1.5,8.58,26.56
MAMUJU UTARA,7605,51.82,19.74,20.97,11.27,1.49,21.46,31.55
MAMUJU TENGAH,7606,62.97,3.21,30.37,6.22,1.35,4.24,35.68
MALUKU TENGGARA BARAT,8101,92.27,0.43,8.55,1.37,0.16,0.42,9.91
MALUKU TENGGARA,8102,90.23,0.63,7.1,3.79,0.14,0.83,10.79
MALUKU TENGAH,8103,92.27,0.83,5.91,1.62,0.22,1.13,7.23
BURU,8104,91.66,0.44,6.79,1.48,0.2,0.51,8.34
KEPULAUAN ARU,8105,97.86,0.31,1.22,0.21,0,0.28,1.33
SERAM BAGIAN BARAT,8106,98.35,0.66,2.13,0.58,0.22,0.86,2.73
SERAM BAGIAN TIMUR,8107,97.34,0.63,1.4,0,0,0.86,1.66
MALUKU BARAT DAYA,8108,83.92,2.36,3.2,0.49,0.69,3.54,3.98
BURU SELATAN,8109,95.57,1.55,1.82,0.34,0,1.5,2.31
KOTA AMBON,8171,90.94,0.28,8.81,1.65,0.1,0.36,10.46
KOTA TUAL,8172,87.08,0,13.88,4.78,0,0,15.79
HALMAHERA BARAT,8201,94.69,0.66,4.69,1.81,0.15,0.68,6.62
HALMAHERA TENGAH,8202,98.89,0.36,0.69,0.17,0.14,0.54,0.94
KEPULAUAN SULA,8203,97.01,0.34,0.61,0,0,0.24,0.49
HALMAHERA SELATAN,8204,97.09,1.63,1.75,0.58,0.23,1.86,2.4
HALMAHERA UTARA,8205,93.89,0.84,3.68,1,0.18,0.99,4.77
HALMAHERA TIMUR,8206,95.21,1.58,2.83,1.33,0.48,1.87,4.25
PULAU MOROTAI,8207,95.97,1.09,1.8,0.62,0.32,1.18,2.55
PULAU TALIABU,8208,98.3,1.23,0.51,0.36,0,1.52,1.27
KOTA TERNATE,8271,95.88,0.39,3.05,1.34,0.1,0.5,4.51
KOTA TIDORE KEPULAUAN,8272,93.75,0.37,2.79,2.67,0.18,0.59,5.7
FAKFAK,9101,95.21,0.45,3.83,1.17,0,0.48,4.99
KAIMANA,9102,99.81,2.76,1.14,0.34,0,2.92,1.4
TELUK WONDAMA,9103,95.51,0.98,0.64,0,0,1.28,0.57
TELUK BINTUNI,9104,96.91,1.18,1.98,0.62,0.2,1.19,2.37
MANOKWARI,9105,95.34,0.52,4.33,1.28,0.08,0.61,5.38
SORONG SELATAN,9106,100,0,0.51,0,0,0,1.13
SORONG,9107,94.49,0.45,4.04,1.97,0,0.62,5.72
RAJA AMPAT,9108,99.85,0,1.07,0,0,0,1.55
TAMBRAUW,9109,97.76,0.94,1.52,0,0,0,2.53
MAYBRAT,9110,100,0,0,0,0,0,0
MANOKWARI SELATAN,9111,97.63,2.74,0.91,0,0,1.92,1.92
PEGUNUNGAN ARFAK,9112,95.5,5.35,1.55,0,0,5.14,3.31
KOTA SORONG,9171,95.83,0.22,3.6,1.79,0.09,0.29,5.43
MERAUKE,9401,94.96,0.45,4.64,1.28,0.12,0.51,6.07
JAYAWIJAYA,9402,100,0.22,0.27,0.11,0,0.25,0.29
JAYAPURA,9403,92.96,1.97,5.29,1.52,0.3,2.2,6.68
NABIRE,9404,95.26,0.31,3.98,1.18,0.13,0.51,5
KEPULAUAN YAPEN,9408,97.41,0.18,1.81,0.65,0.13,0.24,2.55
BIAK NUMFOR,9409,95.62,0.24,3.39,1,0,0.39,4.44
PANIAI,9410,98,0.49,1.76,0.49,0.33,0.98,2.2
PUNCAK JAYA,9411,96.12,0.96,2.2,0,0.68,1.6,2.6
MIMIKA,9412,90.49,0.29,9.18,1.74,0.16,0.39,11.04
BOVEN DIGOEL,9413,97.66,0.83,1.19,0,0,0.97,1.98
MAPPI,9414,93.99,1.62,1.6,0.21,0.29,1.81,2
ASMAT,9415,100,0,0.46,0,0,0,0.67
YAHUKIMO,9416,0,0,0,0,0,0,0
TOLIKARA,9418,97.71,0,0,0,0,0,1.76
SARMI,9419,98.49,0.79,1.09,0,0,0.73,1.33
KEEROM,9420,84.41,1.39,11.28,0.85,0,1.42,12.04
WAROPEN,9426,99.74,0,0,0,0,0,3.09
MAMBERAMO RAYA,9428,99.94,0,0,0,0,0,0
NDUGA,9429,0,0,0,0,0,0,0
LANNY JAYA,9430,95.07,0,0,0,0,0,0
MAMBERAMO TENGAH,9431,100,0,0.76,0,0,0,1.14
YALIMO,9432,100,0,0,0,0,0,0
PUNCAK,9433,84.26,0,0,0,0,0,7.61
DOGIYAI,9434,98.8,0,0,0,0,2.63,0
INTAN JAYA,9435,93.86,0,0,0,0,0,0
DEIYAI,9436,97.98,0,0,0,0,0,0
KOTA JAYAPURA,9471,94.07,0.2,5.9,1.03,0.09,0.31,6.91
