CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
BANJAR,6303,31.97,34.58,18.25,12.43,7.17,41.48,30.77
BARITO KUALA,6304,26.92,25.51,39.01,3.68,10.09,35.17,42.66
TAPIN,6305,40.87,27.02,27.59,3.76,6.38,33.7,30.47
HULU SUNGAI SELATAN,6306,40.27,42.27,14.78,5.23,2.1,43.99,19.55
HULU SUNGAI TENGAH,6307,38.28,29.06,30.63,3.52,2.32,31.62,34.62
HULU SUNGAI UTARA,6308,38.5,38.41,15.38,10.32,2.1,40.19,26.23
TABALONG,6309,56.18,23.72,20.78,2.28,1.63,25.06,22.52
TANAH BUMBU,6310,58.31,24.8,17.56,1.86,1.78,26.56,19.36
BALANGAN,6311,39.39,26.19,32.56,2.43,3.1,28.46,34.89
KOTA BANJARMASIN,6371,33.35,30.93,23.55,12.11,5.19,36.17,35.39
KOTA BANJAR BARU,6372,38.39,30.25,23.52,9.29,3.4,33.3,32.67
PASER,6401,65.01,13.71,22.77,1.5,0.81,14.15,23.78
KUTAI BARAT,6402,82.55,3.88,14.67,1.65,0.54,4.3,16.12
KUTAI KARTANEGARA,6403,63.66,7.94,24.09,6.96,0.87,9.06,30.88
KUTAI TIMUR,6404,81.28,7.98,11.67,2.27,0.64,8.65,14.04
BERAU,6405,84.4,3.57,11.37,2.07,0.57,4.23,13.17
PENAJAM PASER UTARA,6409,54.97,9.28,36.16,3.26,1.12,10.4,39
MAHAKAM ULU,6411,93.46,2.01,5.13,0,0.7,2.42,6.09
KOTA BALIKPAPAN,6471,46.65,16.8,25.64,13.49,2.06,18.79,38.98
KOTA SAMARINDA,6472,65.4,13.08,17.3,6.63,1.38,14.39,23.72
KOTA BONTANG,6474,66,8.09,17.86,10.65,0.68,8.66,28.98
MALINAU,6501,82.36,3.47,14.95,1.74,0.59,3.94,16.79
BULUNGAN,6502,88.56,2.64,7.71,1.89,0.52,3.1,9.66
TANA TIDUNG,6503,83.53,2.61,19.15,2.61,0.89,2.46,21.24
NUNUKAN,6504,80.47,2.14,8.86,10.71,0.68,2.82,19.59
KOTA TARAKAN,6571,77.74,3.54,10.31,10.18,0.85,4.48,20.14
BOLAANG MONGONDOW,7101,52.28,2.38,42.06,4.64,3.37,5.67,46.36
MINAHASA,7102,49.78,11.99,17.16,21.15,4.89,16.47,38.04
KEPULAUAN SANGIHE,7103,97.96,0.89,0.76,0.65,0.43,1.34,1.45
KEPULAUAN TALAUD,7104,98.66,0,0,0.82,0,0,0.9
MINAHASA SELATAN,7105,55.31,6.17,29.24,11.47,3.17,9.24,40.6
MINAHASA UTARA,7106,64.35,9.33,11.61,13.42,5.7,15.16,24.29
BOLAANG MONGONDOW UTARA,7107,68.46,3.99,25.92,5.51,0.9,4.95,30.52
SIAU TAGULANDANG BIARO,7108,100,0.62,0.67,0,0.57,1.67,0.77
MINAHASA TENGGARA,7109,57.86,14.13,20.93,12.97,1.45,15.22,33.25
BOLAANG MONGONDOW SELATAN,7110,47.83,1.42,49.18,6.14,1.29,2.71,53.78
BOLAANG MONGONDOW TIMUR,7111,63.02,2.53,28.12,8.77,2.62,5.29,35.19
KOTA MANADO,7171,57.15,12.77,11.35,19.86,4.32,16.91,31.1
KOTA BITUNG,7172,58.66,18.31,7.28,16.91,4.03,21.84,24.81
KOTA TOMOHON,7173,55.05,9.28,18.69,15.84,3.93,13,35.65
KOTA KOTAMOBAGU,7174,46.31,3.14,38.06,15.67,2.08,5.3,52.61
BANGGAI KEPULAUAN,7201,94.72,1.82,2.64,0.67,0.43,2.28,3.27
BANGGAI,7202,62.57,3.39,34.65,2.65,0.61,3.93,37.05
MOROWALI,7203,59.44,6.66,34.09,5.17,0.48,7.05,40.82
POSO,7204,69.44,11.62,14.74,7.2,0.85,12.43,21.46
DONGGALA,7205,51.56,18.03,26.9,7.22,1.99,19.83,33.97
TOLI-TOLI,7206,84.9,3.1,10.96,2.6,0.72,3.93,13.98
BUOL,7207,93.49,1.85,4.46,1.19,0.46,2.39,5.71
PARIGI MOUTONG,7208,49.17,19.25,30.84,4.89,1.44,20.62,35.24
TOJO UNA-UNA,7209,81.08,5.54,9.99,6.31,0.65,6.07,16.39
SIGI,7210,59.21,17.37,22.25,5.5,1.68,18.17,27.1
BANGGAI LAUT,7211,98.46,0,3.26,1.15,0,0,3.36
MOROWALI UTARA,7212,51.74,6.19,42.34,4.72,0.83,6.89,46.81
KOTA PALU,7271,59.67,17.43,20.33,6.92,1.37,18.81,26.75
SELAYAR,7301,58.93,2.19,34.82,7.68,1.04,3.23,41.5
BULUKUMBA,7302,32.36,30.49,23.87,5.95,14.18,44.09,29.41
BANTAENG,7303,27.03,24.17,34.54,3.92,16.44,40.24,38.81
JENEPONTO,7304,25.23,23.26,30.3,4.1,25.59,46.47,33.53
TAKALAR,7305,27.7,28.37,21.76,4.46,23.08,50.42,26.16
GOWA,7306,32.89,20.69,21.36,7.78,23.48,43.55,28.7
SINJAI,7307,38.62,31.48,13.86,7.89,12.88,44.21,21.82
MAROS,7308,25.9,24.51,19.77,10.01,24.51,48.73,29.54
PANGKAJENE DAN KEPULAUAN,7309,36.46,24.81,14.33,5.47,24.26,49.3,19.64
BARRU,7310,44.53,24.08,13.55,5.72,17.89,40.74,19.84
BONE,7311,44.74,27.09,14.06,12.43,7.05,34.2,26.38
SOPPENG,7312,41.65,19.35,11.3,6.86,25.54,44.69,18.5
WAJO,7313,50.72,17.93,16.98,5.94,14.32,31.83,22.6
SIDENRENG RAPPANG,7314,42.79,24.46,17.02,8.29,12.85,37.1,24.84
PINRANG,7315,45.02,20.72,15.84,13.06,10.78,31.17,29.15
ENREKANG,7316,70.14,9.71,13.09,2.98,8,17.39,16.02
LUWU,7317,53.11,23.77,15.64,5.46,6.7,29.87,21.03
TANA TORAJA,7318,77.47,1.93,13.7,6.61,3.57,5.81,19.74
LUWU UTARA,7322,54.24,22.97,17.87,3.61,5.45,28.34,21.44
LUWU TIMUR,7325,60.27,20.62,15.81,3.06,4.67,25.37,18.85
TORAJA UTARA,7326,77.2,2.5,9.11,11.35,3.39,5.85,20.46
KOTA MAKASSAR,7371,37.34,18.54,18.22,16.36,14.89,33.08,34.32
KOTA PARE-PARE,7372,48.53,19.2,13.93,10.49,14.91,33.13,24.06
KOTA PALOPO,7373,54.35,23.25,11.1,11.35,5.33,28.47,22.15
BUTON,7401,86.77,3.48,7.6,2.74,1.21,4.73,10.25
MUNA,7402,78.46,14.82,3.52,2.65,3.66,18,5.95
KONAWE,7403,58.6,18.76,15.72,9.44,1.8,20.63,24.5
KOLAKA,7404,65.33,5.11,26.95,5.19,1.52,6.49,31.44
KONAWE SELATAN,7405,65.08,10.21,12.13,14.05,2.64,12.33,25.98
BOMBANA,7406,88.44,7.56,4.08,1.17,2.46,10.04,5.27
WAKATOBI,7407,97.1,0.6,0.96,0.28,0.43,0.6,1.24
KOLAKA UTARA,7408,69.68,2.55,26.07,3.18,1.25,3.72,29.93
BUTON UTARA,7409,95.76,1.29,2.15,1.08,0.5,1.69,2.73
KONAWE UTARA,7410,74.18,14.8,8.48,6.13,1.08,16.54,14.28
KOLAKA TIMUR,7411,79.91,2.69,13.98,5.21,0.95,3.78,19.21
KONAWE KEPULAUAN,7412,77.68,14.88,5.95,3.27,3.27,14.29,8.04
KOTA KENDARI,7471,69.57,16.2,9.6,7.55,1.67,17.84,17
KOTA BAU-BAU,7472,86.42,2.56,10.03,2.99,1.01,3.6,12.94
BOALEMO,7501,83.92,3.8,13.25,2.84,0.34,4.11,15.44
GORONTALO,7502,65.53,22.2,5.92,8.69,1.93,23.52,14.61
POHUWATO,7503,86.1,3.53,10.98,1.49,0.59,4.17,12.34
BONE BOLANGO,7504,76.98,5.92,11.85,6.88,1.06,7.34,18.72
GORONTALO UTARA,7505,82.9,13.58,3.98,1.5,0.88,13.91,5.65
KOTA GORONTALO,7571,61.07,14.09,10.04,17.8,1.2,15.28,27.82
MAJENE,7601,65.69,18.77,12.97,4.16,4.01,22.57,17.24
POLEWALI MANDAR,7602,59.45,15.56,10.41,10.93,8.89,24.26,21.01
MAMASA,7603,83.7,3.92,10.14,3.05,1.7,5.27,13.6
MAMUJU,7604,67.69,7.48,23.69,3.74,1.35,8.56,27.37
MAMUJU UTARA,7605,53.04,19.39,20.69,11.16,1.15,20.18,32.71
MAMUJU TENGAH,7606,60.15,3.44,32.06,6.54,1.48,4.68,37.02
MALUKU TENGGARA BARAT,8101,92.68,0.38,8.2,1.36,0,0.53,9.7
MALUKU TENGGARA,8102,90.86,0.93,7.21,3.72,0,1.04,10.89
MALUKU TENGAH,8103,93.57,0.68,5.75,1.39,0.23,1.01,7.56
BURU,8104,92.78,0.5,6.57,1.43,0.21,0.72,7.95
KEPULAUAN ARU,8105,99.3,0.44,1.11,0.25,0.21,0.36,1.43
SERAM BAGIAN BARAT,8106,96.24,0.74,2.26,0.72,0.22,0.96,2.94
SERAM BAGIAN TIMUR,8107,96.18,0.49,1.58,0.64,0,0.61,2.09
MALUKU BARAT DAYA,8108,85.61,2.51,3.54,0.56,0,3.07,3.54
BURU SELATAN,8109,94.84,1.4,2.45,0.7,0,1.59,3.23
KOTA AMBON,8171,91.13,0.25,8.71,1.77,0.08,0.35,10.46
KOTA TUAL,8172,88.02,0,8.8,7.09,0,0,15.4
HALMAHERA BARAT,8201,94.1,0.52,4.37,1.79,0,0.77,6.25
HALMAHERA TENGAH,8202,98.38,0.29,0.62,0.34,0.1,0.53,0.87
KEPULAUAN SULA,8203,98.09,0.32,0.4,0,0,0.44,0.46
HALMAHERA SELATAN,8204,96.78,1.72,1.67,0.51,0.12,1.95,2.2
HALMAHERA UTARA,8205,95.21,0.81,3.7,0.86,0.18,1.06,4.51
HALMAHERA TIMUR,8206,94.36,1.96,3.08,1.22,0.45,2.26,4.19
PULAU MOROTAI,8207,94.53,0.89,1.98,0.68,0,0.99,2.69
PULAU TALIABU,8208,96.51,1.57,0.43,0,0,1.28,0.71
KOTA TERNATE,8271,95.72,0.42,2.81,1.36,0.11,0.52,4.26
KOTA TIDORE KEPULAUAN,8272,95.45,0.59,2.83,2.78,0,0.71,5.66
FAKFAK,9101,95.27,0.53,3.7,0.94,0,0.45,4.64
KAIMANA,9102,95.61,2.77,1.03,0.37,0.32,3.04,1.39
TELUK WONDAMA,9103,98.74,1.66,0,0,0,1.66,0.63
TELUK BINTUNI,9104,96.97,1.12,2.05,0.53,0.21,1.18,2.58
MANOKWARI,9105,95.59,0.53,4.09,1.22,0.09,0.63,5.4
SORONG SELATAN,9106,97.34,0,0.8,0.33,0.33,0.47,1.3
SORONG,9107,95.03,0.32,3.91,2.1,0.29,0.61,6.05
RAJA AMPAT,9108,99.55,0,1.05,0,0,0,1.54
TAMBRAUW,9109,97.91,0,1.83,0,0.98,0,2.35
MAYBRAT,9110,99.14,0,3.14,0,0,0,3.71
MANOKWARI SELATAN,9111,94.73,2.3,1.07,0,0,2.72,2.06
PEGUNUNGAN ARFAK,9112,90.84,5.28,2.41,0,0,5.61,2.61
KOTA SORONG,9171,95.74,0.18,3.66,1.86,0.08,0.27,5.58
MERAUKE,9401,94.87,0.39,4.64,1.31,0.14,0.53,5.96
JAYAWIJAYA,9402,98.65,0.26,0.16,0.14,0,0.28,0.27
JAYAPURA,9403,92.4,2.22,5.56,1.43,0.28,2.57,6.83
NABIRE,9404,95.77,0.46,3.73,1.23,0.16,0.57,4.99
KEPULAUAN YAPEN,9408,98.33,0.17,1.84,0.73,0.22,0.3,2.56
BIAK NUMFOR,9409,97.16,0.27,3.43,0.99,0.18,0.34,4.38
PANIAI,9410,96.49,0.79,2.34,0.73,0.29,1.12,2.92
PUNCAK JAYA,9411,96.82,0.96,2.3,0,0.61,1.19,2.61
MIMIKA,9412,90.21,0.26,9.36,1.96,0.13,0.36,11.33
BOVEN DIGOEL,9413,98.08,0.95,1.66,0.36,0,1.21,1.63
MAPPI,9414,100,2.16,1.45,0.39,0.22,2.31,1.43
ASMAT,9415,100,0,0,0,0,0,0
YAHUKIMO,9416,100,0,0,0,0,0,0
TOLIKARA,9418,97.62,0,0,0,0,0,2.01
SARMI,9419,100,0,0,0,0,0,1.26
KEEROM,9420,88.24,1.53,12.87,1.11,0,1.68,13.76
WAROPEN,9426,100,0,5.63,0,0,0,2.81
MAMBERAMO RAYA,9428,100,0,0.75,0,0.75,0,0
NDUGA,9429,0,0,0,0,0,0,0
LANNY JAYA,9430,93.58,3.07,0,0,0,0,0
MAMBERAMO TENGAH,9431,94.91,0.55,0.6,0,0,0,1.31
YALIMO,9432,100,0,50,0,0,0,0
PUNCAK,9433,90.78,0,5.99,0,0,0,0
DOGIYAI,9434,100,0,0,0,0,0,0
INTAN JAYA,9435,95.16,0,5.24,0,0,4.84,7.66
DEIYAI,9436,98.98,0,0,0,0,0,0
KOTA JAYAPURA,9471,94.19,0.24,5.77,1.03,0.11,0.33,6.57
