CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
BANJAR,6303,31.09,37.76,20.48,12.08,6.65,43.92,32.3
BARITO KUALA,6304,29.69,30.91,31.39,4.66,9.95,40.16,36.98
TAPIN,6305,40.67,27.26,29.53,4.08,5.65,32.73,34.08
HULU SUNGAI SELATAN,6306,42.32,42.09,15.46,5.67,1.57,43.41,21.14
HULU SUNGAI TENGAH,6307,40.91,29.36,31.88,4.37,1.67,30.54,36.87
HULU SUNGAI UTARA,6308,39,39.34,17.61,11.87,1.06,40.74,28.49
TABALONG,6309,52,28.71,21.87,2.75,1.06,29.09,24.43
TANAH BUMBU,6310,59.44,24.7,19.03,2.48,1.14,25.4,22.21
BALANGAN,6311,45.72,29.63,24.28,2.79,1.44,31.47,26.94
KOTA BANJARMASIN,6371,34.97,32.35,24.48,11.03,5.24,37.35,34.81
KOTA BANJAR BARU,6372,41.79,30.47,22.98,9.15,2.75,32.98,31.89
PASER,6401,65.62,14.57,24.45,1.66,0.48,14.82,25.91
KUTAI BARAT,6402,85.88,4.06,13.51,1.95,0.3,4.38,15.87
KUTAI KARTANEGARA,6403,63.36,9.05,25.57,7.74,0.69,9.55,32.94
KUTAI TIMUR,6404,83.87,7.62,11.14,2.37,0.41,7.97,13.04
BERAU,6405,85.7,3.89,11.81,2.94,0.36,4.12,14.51
PENAJAM PASER UTARA,6409,58.21,10.94,32.78,3.79,0.76,11.62,36.46
MAHAKAM ULU,6411,95.36,2.35,4.94,0.6,0,2.23,5.6
KOTA BALIKPAPAN,6471,49.83,17.76,25.38,12.57,1.74,19.43,37.58
KOTA SAMARINDA,6472,66.87,13.77,17.33,6.66,1.16,14.83,23.86
KOTA BONTANG,6474,67.05,9.46,18.63,11.81,0.41,9.94,29.33
MALINAU,6501,80.92,4.25,15.46,2.04,0.25,4.57,16.87
BULUNGAN,6502,90.82,2.53,8.26,1.89,0.33,2.7,10.12
TANA TIDUNG,6503,82.12,3.08,17.15,2.08,0,3.15,19.69
NUNUKAN,6504,83.51,1.62,7.93,11.02,0.27,1.85,18.85
KOTA TARAKAN,6571,79.74,4.09,10.28,10.92,0.4,4.69,20.82
BOLAANG MONGONDOW,7101,50.31,2.49,45.19,5.85,3.22,5.73,50.05
MINAHASA,7102,50.02,13.74,17.19,22.12,4.37,18.04,38.46
KEPULAUAN SANGIHE,7103,98.69,1.37,1,0.52,0.32,1.7,1.65
KEPULAUAN TALAUD,7104,96.1,0.71,0.75,1.14,0,1.5,1.81
MINAHASA SELATAN,7105,53.7,7.45,31.71,11.48,2.56,10.28,42.72
MINAHASA UTARA,7106,66.83,11.09,11.01,12.46,4.39,15.57,22.9
BOLAANG MONGONDOW UTARA,7107,67.21,5.42,25.24,6.78,0.45,6.21,32.58
SIAU TAGULANDANG BIARO,7108,98.41,1.42,1.97,0.8,0.35,1.56,2.73
MINAHASA TENGGARA,7109,58.71,14.81,20.08,12.97,1.18,16.96,32.76
BOLAANG MONGONDOW SELATAN,7110,49.57,3.66,45.25,7,1.25,5.01,52.27
BOLAANG MONGONDOW TIMUR,7111,63.8,3.62,26.88,8.97,2.8,6.47,35.58
KOTA MANADO,7171,59.89,14.01,10.34,19.05,4.4,18.25,28.84
KOTA BITUNG,7172,57.12,21.32,7.21,18.59,3.88,24.96,25.04
KOTA TOMOHON,7173,54.96,13.19,18.07,18.77,3.82,16.68,35.78
KOTA KOTAMOBAGU,7174,46.73,4.19,37.6,16.77,2.2,6.63,52.76
BANGGAI KEPULAUAN,7201,94.08,2.82,3.35,0.73,0.5,3.38,4.05
BANGGAI,7202,67.02,4.61,30.58,2.23,0.35,5.03,32.75
MOROWALI,7203,68.03,5.5,30.61,5.09,0.29,5.51,35.31
POSO,7204,71.97,13.19,13.53,7.46,0.85,13.96,21.1
DONGGALA,7205,53.95,20.72,26.49,7.14,0.92,21.62,33.18
TOLI-TOLI,7206,87,4.54,9.17,2.23,0.52,4.97,11.59
BUOL,7207,93.25,2.73,4.17,1.1,0.3,3.05,5.31
PARIGI MOUTONG,7208,56.06,24.63,20.9,5.42,0.79,25.26,26.07
TOJO UNA-UNA,7209,85.41,6.87,7.75,5.2,0.35,7.06,12.74
SIGI,7210,57.66,20.75,22.62,5.56,0.75,21.29,26.49
BANGGAI LAUT,7211,99.09,0,1.62,0,0,1.02,2.13
MOROWALI UTARA,7212,56.73,5.97,39.61,4.76,0.84,6.67,43.78
KOTA PALU,7271,60.7,20.68,19.69,6.57,0.91,21.51,26.03
SELAYAR,7301,58.13,3.05,39.57,7.4,1.43,4.43,44.84
BULUKUMBA,7302,31.85,29.14,32.26,6.39,8.96,37.67,37.76
BANTAENG,7303,29.87,28.54,35.56,4.76,11.93,39.45,41.07
JENEPONTO,7304,28.98,28.61,30.65,5.25,17.28,43.95,35.41
TAKALAR,7305,26.35,31.15,31.01,4.75,15.25,45.5,35.94
GOWA,7306,32.4,23.22,29.56,7.43,16.05,38.29,36.23
SINJAI,7307,41.66,33.82,15.21,8.65,9.37,43.07,22.83
MAROS,7308,26.94,25.19,15.41,9.1,31.76,56.03,24.12
PANGKAJENE DAN KEPULAUAN,7309,37.34,27.82,15.46,5.87,20.91,48.28,20.5
BARRU,7310,48.18,27.15,15.21,6.21,12.27,39.13,20.65
BONE,7311,49.65,25.22,15.99,12.81,5.4,30.16,28.51
SOPPENG,7312,42.78,22.25,14.21,8.16,21.52,43.96,22.26
WAJO,7313,50.41,18.95,20.63,6.97,12.81,30.79,26.98
SIDENRENG RAPPANG,7314,46.48,27.17,17.1,9.67,10.16,37.22,25.96
PINRANG,7315,44.41,24.16,17.54,13.55,10.55,33.55,29.81
ENREKANG,7316,70.81,10.56,15.54,3.66,6.7,17.37,17.86
LUWU,7317,54.97,23.54,17.34,6.15,6.89,30.42,23.02
TANA TORAJA,7318,78.7,2.66,14.26,6.67,4.52,6.98,20.27
LUWU UTARA,7322,54.77,24.62,18.34,5.01,4.96,29.58,23
LUWU TIMUR,7325,61.51,21.79,16.96,4.5,3.27,24.74,20.8
TORAJA UTARA,7326,76.94,3.84,10.64,10.75,4.81,8.72,20.87
KOTA MAKASSAR,7371,37.45,21.88,18.37,15.87,15.65,36.76,33.68
KOTA PARE-PARE,7372,48.85,21.14,14.67,10.58,14.49,33.88,25.82
KOTA PALOPO,7373,55.02,27.04,12,11.44,5.37,32.19,23.34
BUTON,7401,89.87,4.29,5.7,2.27,1.22,5.51,7.81
MUNA,7402,78.92,19.53,3.57,1.76,2.25,21.31,5.16
KONAWE,7403,63.03,16.38,17.84,8.61,1.14,17.54,25.45
KOLAKA,7404,69.79,6.04,25.69,5.66,0.7,6.98,30.93
KONAWE SELATAN,7405,71.13,8.92,13.37,13.81,1.31,10.66,25.72
BOMBANA,7406,88.43,9.31,3.77,1.77,0.95,10.06,5.26
WAKATOBI,7407,94.72,0.98,1.56,0.51,0.26,1.35,1.87
KOLAKA UTARA,7408,70.51,2.79,26.39,4.43,0.83,3.68,31.02
BUTON UTARA,7409,97.12,1.43,2.27,0.34,0.48,1.87,2.48
KONAWE UTARA,7410,75.12,14.86,9.87,6.9,0.62,15.29,16.81
KOLAKA TIMUR,7411,81.8,4,13.03,5.3,0.65,4.8,18.53
KONAWE KEPULAUAN,7412,76.18,21.36,6.78,0,0,21.36,9.03
KOTA KENDARI,7471,72.48,16.4,9.81,7.74,0.85,17.17,16.77
KOTA BAU-BAU,7472,89.41,3.27,8.11,2.99,0.73,3.85,10.59
BOALEMO,7501,81.94,5.61,13.33,3.01,0.35,6.14,16.12
GORONTALO,7502,60.33,27.65,6.66,10.69,1.79,28.55,16.42
POHUWATO,7503,84.4,5.97,10.04,2.13,0.36,6.45,12.18
BONE BOLANGO,7504,74.03,8.68,13.1,7.44,0.6,9.36,20.12
GORONTALO UTARA,7505,77.77,16.82,6.37,2.06,0.95,17.85,8.6
KOTA GORONTALO,7571,62.79,18.65,8.66,15.88,0.96,19.47,24.13
MAJENE,7601,63.94,24.52,13.03,4.69,1.12,25.01,17.6
POLEWALI MANDAR,7602,59.53,21.11,11.99,12.9,1.86,22.93,24.41
MAMASA,7603,83.75,5.96,9.65,3.4,1.54,7.29,12.58
MAMUJU,7604,58.34,8.2,34.24,4.36,1.87,9.88,37.88
MAMUJU UTARA,7605,56.41,21.81,19.6,10.79,0.48,21.03,30.25
MAMUJU TENGAH,7606,58.12,4.33,39.4,4.2,1.83,6.49,42.76
MALUKU TENGGARA BARAT,8101,95.75,0.5,5.17,0.71,0,0.61,6.16
MALUKU TENGGARA,8102,94.27,0.61,4.42,2.36,0.17,0.7,6.67
MALUKU TENGAH,8103,94.96,1.11,3.66,1.24,0.3,1.34,5.12
BURU,8104,96.4,0.36,4.5,1.26,0,0.69,5.41
KEPULAUAN ARU,8105,98.04,0.47,0.63,0.16,0,0.53,1.02
SERAM BAGIAN BARAT,8106,97.18,0.78,2.16,0.86,0.17,1.03,3.05
SERAM BAGIAN TIMUR,8107,99.66,0.42,1.22,0,0,0,1.69
MALUKU BARAT DAYA,8108,84.82,3.45,1.63,0,1.09,3.57,2.3
BURU SELATAN,8109,97.53,2.04,2.34,0.92,0,2.09,2.93
KOTA AMBON,8171,94.37,0.44,5.93,1.53,0.1,0.55,7.39
KOTA TUAL,8172,93.69,0,4.12,2.19,0,0,9.27
HALMAHERA BARAT,8201,94.79,1.49,3.79,2,0.18,1.72,5.79
HALMAHERA TENGAH,8202,98.91,0.63,0.65,0.4,0.23,0.8,0.87
KEPULAUAN SULA,8203,98.55,1.16,0.48,0,0,1.01,0.65
HALMAHERA SELATAN,8204,96.13,3.35,0.93,0.3,0.15,3.52,1.23
HALMAHERA UTARA,8205,97.17,1.37,2.1,0.62,0.22,1.57,2.85
HALMAHERA TIMUR,8206,95.68,2.29,1.62,1.02,0.21,2.61,2.6
PULAU MOROTAI,8207,97.94,1.12,1.23,0.48,0,1.5,2.04
PULAU TALIABU,8208,98.9,2.29,1.13,0.57,0,2.44,1.52
KOTA TERNATE,8271,96.93,1.13,1.78,1.09,0.09,1.2,2.84
KOTA TIDORE KEPULAUAN,8272,95.36,1.01,2.02,1.66,0,1.21,3.8
FAKFAK,9101,97.94,0.38,2.08,0.77,0,0.48,2.81
KAIMANA,9102,95.76,4.55,1.59,0.54,0.25,4.6,1.95
TELUK WONDAMA,9103,99.76,1.59,0.35,0,0.55,1.93,0.41
TELUK BINTUNI,9104,95.72,1.68,2.44,0.37,0.23,1.79,2.93
MANOKWARI,9105,96.26,1.03,3.53,1.35,0.12,1.12,4.88
SORONG SELATAN,9106,99.69,0.42,0,0,0,0.77,0.96
SORONG,9107,95.25,0.44,3.16,2.58,0,0.58,5.83
RAJA AMPAT,9108,96.88,0,0.67,0,0,0.55,1.05
TAMBRAUW,9109,100,1.06,2.34,0,0,1.06,2.87
MAYBRAT,9110,94.98,0,4.18,0,0,0,0
MANOKWARI SELATAN,9111,92.7,4.92,1.35,0,0,4.12,1.27
PEGUNUNGAN ARFAK,9112,94.51,5.84,0,0,0,6.01,1.89
KOTA SORONG,9171,96.69,0.39,2.92,2.2,0.15,0.52,5.15
MERAUKE,9401,96.66,0.77,3.24,1.09,0.13,0.9,4.25
JAYAWIJAYA,9402,100,0.22,0.2,0,0,0.3,0.28
JAYAPURA,9403,92.75,2.1,4.7,1.87,0.31,2.2,6.49
NABIRE,9404,96.48,0.59,2.81,1.39,0.2,0.78,4.2
KEPULAUAN YAPEN,9408,100,0.32,0.96,0.47,0.17,0.34,1.31
BIAK NUMFOR,9409,97.07,0.41,2.15,1.06,0.12,0.52,3.18
PANIAI,9410,96.09,1.48,2.2,0.74,0.31,1.95,3.17
PUNCAK JAYA,9411,96.14,1.68,1.43,0.64,0.54,2.25,2.36
MIMIKA,9412,92.3,0.25,9.39,2.18,0.16,0.39,11.42
BOVEN DIGOEL,9413,89.34,0.55,5.83,2.13,0,0.87,7.35
MAPPI,9414,97.79,2.35,1.44,0.33,0.29,2.39,1.68
ASMAT,9415,99.91,0.47,0.9,0,0,0.52,0.79
YAHUKIMO,9416,0,0,0,0,0,0,0
TOLIKARA,9418,97.22,0,0,0,0,4.63,0
SARMI,9419,100,0,0,0.71,0,0,0.66
KEEROM,9420,84.78,4.53,8.39,2,0.4,4.96,10.23
WAROPEN,9426,92,0,0,0,0,0,0
MAMBERAMO RAYA,9428,95.46,0,0.98,0.91,0,0,1.36
NDUGA,9429,0,0,0,0,0,0,0
LANNY JAYA,9430,96.67,0,0,0,0,0,0
MAMBERAMO TENGAH,9431,97.61,0,0,0,0,0.67,0.86
YALIMO,9432,100,0,0,0,0,0,0
PUNCAK,9433,92.61,8.52,0,0,0,8.52,0
DOGIYAI,9434,98.53,0,0,0,0,0,0
INTAN JAYA,9435,86.44,0,18.64,0,0,0,0
DEIYAI,9436,99.61,0,0,0,0,0,0
KOTA JAYAPURA,9471,95.95,0.35,3.97,1.18,0.13,0.47,4.98
