CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
BANJAR,6303,30.45,38.04,20.68,12.72,6.34,44.69,32.87
BARITO KUALA,6304,25.37,31.11,35.98,4.25,9.87,40.56,40.32
TAPIN,6305,40.85,26.91,29.82,4.18,5.68,33.29,33.89
HULU SUNGAI SELATAN,6306,40.9,42.8,14.16,5.81,1.68,43.95,19.43
HULU SUNGAI TENGAH,6307,38.57,30.67,31.24,4.19,1.08,31.34,35.24
HULU SUNGAI UTARA,6308,38.8,39.32,17.13,11.03,0.75,39.67,27.05
TABALONG,6309,50.84,30.29,21.66,3.11,0.57,30.84,23.81
TANAH BUMBU,6310,58.74,25.33,19.33,2.27,1.02,26.63,21.86
BALANGAN,6311,46.64,30.37,24.93,2.63,0.58,32.1,28.11
KOTA BANJARMASIN,6371,36.03,32.11,24.33,11.09,4.89,36.69,34.75
KOTA BANJAR BARU,6372,43.24,31.52,20.67,8.93,2.38,34.1,29.21
PASER,6401,65.02,15.43,23.36,1.74,0.43,16.21,24.75
KUTAI BARAT,6402,84.83,4.28,13.07,2.01,0.34,4.48,14.41
KUTAI KARTANEGARA,6403,63.44,8.92,25.43,7.5,0.57,9.27,32.63
KUTAI TIMUR,6404,83.12,8.4,10.48,2.14,0.4,8.6,12.56
BERAU,6405,85.53,3.77,11.41,2.34,0.41,4.14,13.32
PENAJAM PASER UTARA,6409,58.91,10.13,32.86,3.12,0.61,10.98,35.43
MAHAKAM ULU,6411,95.85,2.53,4.09,1.17,0,2.53,5.45
KOTA BALIKPAPAN,6471,50.23,18.05,24.7,12.89,1.75,19.68,37.02
KOTA SAMARINDA,6472,68.11,13.93,16.9,6.31,1.08,15,23
KOTA BONTANG,6474,67.07,9.98,18.19,11.21,0.32,10.02,28.77
MALINAU,6501,82.21,4.93,14.86,2.01,0.35,5.28,16.55
BULUNGAN,6502,89.73,2.61,8.26,1.96,0.28,2.9,9.9
TANA TIDUNG,6503,84.77,2.79,17.8,1.79,0,3.22,19.59
NUNUKAN,6504,84.57,1.77,7.62,11.27,0.45,2.13,18.86
KOTA TARAKAN,6571,80.18,4.4,10.34,9.71,0.35,4.8,19.73
BOLAANG MONGONDOW,7101,49.82,2.62,46.09,5.01,3.46,5.83,50.11
MINAHASA,7102,47.01,15.59,16.24,24.31,4.5,19.92,38.99
KEPULAUAN SANGIHE,7103,96.97,1.34,1.37,0.55,0.39,1.7,1.83
KEPULAUAN TALAUD,7104,98.62,1.77,1.12,1.09,0.55,1.86,2.25
MINAHASA SELATAN,7105,52.7,8.44,32.28,11.4,2.2,10.62,43.01
MINAHASA UTARA,7106,68.76,10.54,9.97,11.97,4.13,14.59,21.42
BOLAANG MONGONDOW UTARA,7107,66.34,5.25,25.55,6.92,0.47,5.81,33.09
SIAU TAGULANDANG BIARO,7108,95.35,1.81,2.56,0.6,0.78,2.52,2.95
MINAHASA TENGGARA,7109,57.46,15.72,19.27,13.1,0.93,17.11,31.95
BOLAANG MONGONDOW SELATAN,7110,49.04,2.63,43.4,6.8,1.43,3.88,49.61
BOLAANG MONGONDOW TIMUR,7111,61.74,4.1,27.34,9.71,2.62,6.73,36.44
KOTA MANADO,7171,59.81,14.57,9.76,19.03,4.23,18.61,28.37
KOTA BITUNG,7172,57.02,22.17,7.18,17.8,4.32,25.91,24.69
KOTA TOMOHON,7173,56.16,12.57,15.95,17.23,3.93,16.5,33.02
KOTA KOTAMOBAGU,7174,46.55,4.74,38.04,16.21,2.29,7.1,52.83
BANGGAI KEPULAUAN,7201,92.45,3.98,3.5,1.09,0.54,4.39,4.54
BANGGAI,7202,65.32,4.94,32.1,2.24,0.4,5.53,34.1
MOROWALI,7203,67.95,5.18,28.21,4.52,0.16,5.44,32.93
POSO,7204,70.77,14.06,12.46,7.28,0.5,15,19.77
DONGGALA,7205,55.01,20.52,24.38,6.4,0.72,20.01,30.46
TOLI-TOLI,7206,88.42,4.99,6.95,1.94,0.31,4.91,8.82
BUOL,7207,94.74,2.66,3.72,0.92,0.14,2.76,4.51
PARIGI MOUTONG,7208,55.21,27.16,19.78,5.03,0.53,27.79,24.18
TOJO UNA-UNA,7209,83.21,7.43,7.85,4.96,0.25,7.31,12.31
SIGI,7210,58.79,21.36,20.21,5.33,0.61,23.16,25.06
BANGGAI LAUT,7211,92.96,0.69,1.89,0,0,0.82,2.2
MOROWALI UTARA,7212,54.17,5.31,42.97,4.39,0.97,6.49,46.88
KOTA PALU,7271,60.9,21.84,18.83,6.63,0.48,22.22,25.01
SELAYAR,7301,47.4,3.37,48.64,4.99,2.13,5.27,52.07
BULUKUMBA,7302,28.79,30.56,36.42,5.44,8.44,38.15,41.38
BANTAENG,7303,30.99,32.5,32.97,4.53,10.64,41.22,37.06
JENEPONTO,7304,27.15,32.47,31.25,4.98,16.31,48.58,35.28
TAKALAR,7305,25.23,34.73,30.04,4.41,14.33,47.84,33.96
GOWA,7306,28.62,28.21,29.45,5.87,18.8,46.52,34.51
SINJAI,7307,39.88,38.4,13.91,7.7,9.05,46.99,21.49
MAROS,7308,24.76,26.66,12,8.46,36.96,62.11,19.86
PANGKAJENE DAN KEPULAUAN,7309,37.05,30.86,13.95,5.64,22.45,51.41,19.38
BARRU,7310,43.82,32.95,14.57,6.4,11.84,42.14,20.41
BONE,7311,49.58,26.74,15.03,13.06,5.08,31.31,27.74
SOPPENG,7312,42.98,23.91,13.37,7.74,22.31,44.25,21.39
WAJO,7313,50,20.56,19.93,6.65,12.86,32.56,26.35
SIDENRENG RAPPANG,7314,45.49,29.5,15.91,10.24,9.53,37.7,25.29
PINRANG,7315,43.83,26.5,16.3,13.51,9.09,35.74,29.23
ENREKANG,7316,70.9,10.53,14.36,3.65,6.65,16.89,18.02
LUWU,7317,55.21,25.04,16.95,5.68,6.28,31.06,21.65
TANA TORAJA,7318,78.49,3.04,13.38,6.41,4.64,7.6,20.21
LUWU UTARA,7322,55.16,25.82,17.74,4.71,4.91,30.65,21.87
LUWU TIMUR,7325,61.61,22.56,15.75,4.25,2.76,25.31,19.27
TORAJA UTARA,7326,77.55,4.37,10.1,10.62,4.46,8.79,20.63
KOTA MAKASSAR,7371,38.79,22.91,16.9,15.83,14.77,36.92,32.2
KOTA PARE-PARE,7372,47.98,23.77,14.8,10.63,13.71,37.13,24.88
KOTA PALOPO,7373,54.07,27.59,11.52,10.94,4.88,32.69,22.46
BUTON,7401,90.76,4.61,4.52,2.05,1.13,5.66,6.68
MUNA,7402,75.06,24.84,2.74,1.45,1,25.62,4.29
KONAWE,7403,66.2,16.12,14.99,8,0.65,16.91,22.75
KOLAKA,7404,70.35,6.63,24.48,5.3,0.49,6.93,29.23
KONAWE SELATAN,7405,67.34,10.24,12.93,15.48,0.96,10.85,28.03
BOMBANA,7406,88.53,10.43,3.71,1.51,0.67,11.02,5.08
WAKATOBI,7407,95.68,1.14,1.51,0.47,0.4,1.55,1.9
KOLAKA UTARA,7408,69.19,3.02,29.31,3.83,0.8,3.77,32.66
BUTON UTARA,7409,95.36,1.94,1.72,0.44,0.38,2.29,2.32
KONAWE UTARA,7410,75.36,14.59,8.79,7.28,0.58,15.85,15.78
KOLAKA TIMUR,7411,80.59,4.08,11.8,5.25,0.77,4.66,17.16
KONAWE KEPULAUAN,7412,69.88,22.05,5.71,0,0,22.83,7.28
KOTA KENDARI,7471,73.43,16.64,8.24,7.78,0.44,17.23,15.81
KOTA BAU-BAU,7472,89.65,3.44,7.09,2.31,0.57,3.99,9.27
BOALEMO,7501,81.08,6.3,13.9,3.21,0.55,6.68,16.77
GORONTALO,7502,58.57,26.64,7.23,11.27,1.19,27.5,18.04
POHUWATO,7503,83.75,6.82,10.39,2.21,0.33,7,12.7
BONE BOLANGO,7504,71.35,9.15,12,6.57,0.91,10.03,18.98
GORONTALO UTARA,7505,77.48,16.32,5.11,2.09,0.74,17.03,7.13
KOTA GORONTALO,7571,61.9,19.11,8.45,16.16,0.59,19.76,24.28
MAJENE,7601,62.63,26.08,11.89,4.63,0.7,26.23,16.99
POLEWALI MANDAR,7602,59.14,22.53,11.66,12.28,1.31,23.79,23.46
MAMASA,7603,84.11,6.2,8.73,3.56,1.13,7.41,12.53
MAMUJU,7604,65,10.01,25.86,4.74,1.11,11.22,30.52
MAMUJU UTARA,7605,55.34,22.49,18.81,10.13,0.44,22.05,28.09
MAMUJU TENGAH,7606,52.09,5.97,43.91,3.54,2.8,8.61,46.69
MALUKU TENGGARA BARAT,8101,96.26,0.6,4.02,0.26,0,0.69,4.35
MALUKU TENGGARA,8102,96,0.77,3.12,1.82,0.14,0.82,5.08
MALUKU TENGAH,8103,95.64,1.12,3.66,1.53,0.1,1.28,4.97
BURU,8104,96.96,0.51,4.04,1.42,0,0.77,5.37
KEPULAUAN ARU,8105,98.06,0.56,0.63,0.32,0.15,0.67,0.81
SERAM BAGIAN BARAT,8106,97.41,1.06,1.68,0.48,0.21,1.12,2.24
SERAM BAGIAN TIMUR,8107,99.88,0.75,1.69,0.79,0,1.1,2.17
MALUKU BARAT DAYA,8108,85.34,3.53,1.76,0.77,0,3.97,2.42
BURU SELATAN,8109,91.16,2.02,2.02,1,0,2.29,3.36
KOTA AMBON,8171,94.13,0.49,5.16,1.48,0.09,0.58,6.63
KOTA TUAL,8172,96.58,0,4.16,2.75,0.39,0.55,7.15
HALMAHERA BARAT,8201,94.61,1.88,3.22,1.39,0,1.98,4.46
HALMAHERA TENGAH,8202,96.88,1,0.64,0.29,0.25,1.37,1.11
KEPULAUAN SULA,8203,98.28,0.81,0.54,0.2,0,0.79,0.77
HALMAHERA SELATAN,8204,95.19,3.12,0.88,0.45,0,3.14,1.22
HALMAHERA UTARA,8205,97.22,1.47,1.63,0.7,0.29,1.7,2.4
HALMAHERA TIMUR,8206,95.08,2.59,1.63,0.75,0.21,2.62,2.33
PULAU MOROTAI,8207,96.4,1.35,1.28,0.58,0.28,1.63,1.38
PULAU TALIABU,8208,92.19,2.08,1.38,0,0,2.38,1.67
KOTA TERNATE,8271,96.35,1.28,1.61,1.01,0.1,1.35,2.66
KOTA TIDORE KEPULAUAN,8272,95.7,1.21,1.91,1.63,0.21,1.49,3.49
FAKFAK,9101,97.52,0.81,1.75,0.96,0,1,2.67
KAIMANA,9102,94.04,5.69,0.76,0.4,0.33,5.98,1.18
TELUK WONDAMA,9103,98.8,1.67,0.62,0,0,1.71,0.87
TELUK BINTUNI,9104,96.58,2.4,2.7,0.59,0.21,2.64,3.35
MANOKWARI,9105,95.91,1.13,3.29,1.53,0.15,1.28,4.94
SORONG SELATAN,9106,98.73,0.52,0.68,0,0,1.2,1.12
SORONG,9107,94.02,0.71,3.43,2.42,0.31,1.02,5.98
RAJA AMPAT,9108,97.03,0.59,1.1,0,0,0.72,1.1
TAMBRAUW,9109,94.39,1.44,3.94,0,0,1.44,4.4
MAYBRAT,9110,94.95,0,0,0,0,0,0
MANOKWARI SELATAN,9111,96.27,4.12,1.01,0.78,0,4.2,1.79
PEGUNUNGAN ARFAK,9112,94.17,6.83,1.28,0,0,6.1,0.91
KOTA SORONG,9171,95.23,0.46,2.93,2.25,0.1,0.61,4.85
MERAUKE,9401,95.5,1.19,2.91,1.14,0.14,1.29,4.12
JAYAWIJAYA,9402,97.14,0,0.65,0,0,0,0.32
JAYAPURA,9403,91.74,2.83,3.8,1.42,0.35,3.15,5.28
NABIRE,9404,96.46,0.77,2.75,1.27,0.15,0.91,3.87
KEPULAUAN YAPEN,9408,97.26,0.44,0.81,0.44,0,0.43,1.15
BIAK NUMFOR,9409,97,0.37,1.75,1.05,0.14,0.51,2.66
PANIAI,9410,95.53,2.3,2.58,0.62,0.2,2.48,3.33
PUNCAK JAYA,9411,97.98,1.7,1.05,0.85,0.69,2.06,1.94
MIMIKA,9412,91.7,0.37,8.54,2.22,0.19,0.56,10.46
BOVEN DIGOEL,9413,90.98,0.85,4.81,1.57,0,0.91,6.03
MAPPI,9414,94.11,2.82,1.02,0.43,0,2.77,1.65
ASMAT,9415,99.28,0.41,0.41,0,0,0.56,0.97
YAHUKIMO,9416,0,0,0,0,0,0,0
TOLIKARA,9418,95.24,0,0,0,0,0,0
SARMI,9419,100,0,0.61,0,0,0.78,1.06
KEEROM,9420,86.01,5.67,6.04,1.12,0.46,6.29,7.18
WAROPEN,9426,100,0,0,0,0,3.47,0
MAMBERAMO RAYA,9428,96.88,0,0.95,0.88,0,0.95,0.81
NDUGA,9429,0,0,0,0,0,0,0
LANNY JAYA,9430,100,0,0,0,0,0,0.19
MAMBERAMO TENGAH,9431,95.03,0,0.5,0,0,0,0.87
YALIMO,9432,100,0,0,0,0,0,0
PUNCAK,9433,100,0,0,0,0,0,0
DOGIYAI,9434,100,0,0,0,0,0,0
INTAN JAYA,9435,84.39,0,8.09,0,0,6.36,8.67
DEIYAI,9436,97.85,0,0,0,1.72,1.72,1.57
KOTA JAYAPURA,9471,96.16,0.41,3.05,0.93,0.14,0.55,3.95
