CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
BANJAR,6303,32.05,34.24,18.34,12.63,7.32,41.2,30.76
BARITO KUALA,6304,25.65,25.98,38.97,3.77,10.33,36.29,42.59
TAPIN,6305,40.05,26.9,27.4,3.29,6.77,33.41,31.05
HULU SUNGAI SELATAN,6306,39.41,42.97,13.75,5.36,2.38,44.2,20.17
HULU SUNGAI TENGAH,6307,37.13,28.27,31.17,3.74,2.54,31.25,34.74
HULU SUNGAI UTARA,6308,37.39,38.16,15.19,10.3,2.41,39.78,25.98
TABALONG,6309,55.93,23.29,20.47,2.38,2,25.58,23.11
TANAH BUMBU,6310,58.06,25.47,17.56,1.78,1.79,27.06,19.62
BALANGAN,6311,39.38,25.87,32.9,2.58,3.3,29.58,34.67
KOTA BANJARMASIN,6371,33.43,30.72,23.67,12.4,5.23,35.7,35.79
KOTA BANJAR BARU,6372,39,30.96,22.39,8.84,3.52,34.08,30.98
PASER,6401,64.83,14.19,22.4,1.49,0.76,15.53,23.48
KUTAI BARAT,6402,84.1,3.85,14.08,1.66,0.76,4.49,15.61
KUTAI KARTANEGARA,6403,63.98,8.11,23.88,7,0.98,8.97,30.58
KUTAI TIMUR,6404,81.07,8.16,11.46,2.3,0.65,8.55,13.69
BERAU,6405,84.68,3.5,11.2,2.13,0.58,3.93,13.57
PENAJAM PASER UTARA,6409,55.92,9.18,34.67,3.03,1.14,9.88,37.45
MAHAKAM ULU,6411,91.44,2.68,4.62,1.26,0,3.1,4.99
KOTA BALIKPAPAN,6471,46.87,16.94,25.74,13.28,2.11,18.87,38.83
KOTA SAMARINDA,6472,65.62,13.07,17.17,6.48,1.45,14.41,23.71
KOTA BONTANG,6474,65.17,8.01,18.15,10.58,0.82,8.86,29.11
MALINAU,6501,83.25,3.6,14.41,1.7,0.55,4.14,16.04
BULUNGAN,6502,89.05,2.46,8.07,1.92,0.59,3.09,10.06
TANA TIDUNG,6503,82.23,2.89,19.89,3.39,0,3.46,22.57
NUNUKAN,6504,80,1.89,8.59,10.68,0.69,2.59,20.14
KOTA TARAKAN,6571,77.67,3.72,10.58,10.06,0.83,4.77,20.1
BOLAANG MONGONDOW,7101,51.5,2.44,43.46,4.7,3.31,5.76,46.51
MINAHASA,7102,49.89,12,17.38,20.97,5.03,16.4,37.66
KEPULAUAN SANGIHE,7103,97.7,0.8,0.92,0.51,0.46,1.44,1.52
KEPULAUAN TALAUD,7104,98.95,0,0,0.81,0,1.3,0
MINAHASA SELATAN,7105,55.27,6.02,29.98,11.61,3.17,8.84,40.9
MINAHASA UTARA,7106,64.38,9.84,11.25,13.27,6.1,15.93,24.51
BOLAANG MONGONDOW UTARA,7107,68.3,3.69,25.15,5.96,1,4.56,30.82
SIAU TAGULANDANG BIARO,7108,95.77,1.03,1.07,0,0,1.27,1.36
MINAHASA TENGGARA,7109,57.41,14.41,20.49,13.43,1.3,15.73,33.81
BOLAANG MONGONDOW SELATAN,7110,48.6,1.57,48.86,6.41,1.23,2.9,55.42
BOLAANG MONGONDOW TIMUR,7111,61.25,2.35,26.37,8.61,2.59,4.79,35.5
KOTA MANADO,7171,56.38,12.55,11.52,20.23,4.45,16.85,31.46
KOTA BITUNG,7172,61.08,17.47,7.1,15.88,3.87,20.89,22.94
KOTA TOMOHON,7173,56.13,9.43,19.44,16.51,4.35,13.64,35.44
KOTA KOTAMOBAGU,7174,46.58,2.95,37.49,15.71,2.15,5.1,53.19
BANGGAI KEPULAUAN,7201,94.71,1.63,2.59,0.57,0.37,2,3.07
BANGGAI,7202,62.01,3.29,34.64,2.63,0.64,3.92,37.33
MOROWALI,7203,58.9,7,33.28,5.57,0.62,7.86,39.5
POSO,7204,70.35,11.39,14.63,7.23,1.02,12.14,21.13
DONGGALA,7205,50.37,18.38,26.93,7.08,2.13,20.63,33.23
TOLI-TOLI,7206,86.32,3.03,10.98,2.41,0.75,3.8,13.42
BUOL,7207,94.55,1.8,4.88,1.19,0.37,2.05,5.96
PARIGI MOUTONG,7208,48.16,17.94,33.23,4.57,1.63,19.29,37.38
TOJO UNA-UNA,7209,82.14,5.77,9.66,5.81,0.59,6.18,15.08
SIGI,7210,57.31,17.77,22.72,6.02,1.8,19.04,28
BANGGAI LAUT,7211,98.75,0,1.73,1.25,0,0,3.28
MOROWALI UTARA,7212,51.14,6.37,42.69,4.63,0.88,7.22,46.82
KOTA PALU,7271,59.47,17.79,20.55,6.49,1.57,19.15,26.85
SELAYAR,7301,60.18,2.3,35.35,7.35,0.94,3.24,41.11
BULUKUMBA,7302,31.26,31.47,22.72,6.21,14.08,45.31,28.62
BANTAENG,7303,26.59,24.64,33.74,3.92,16.22,40.66,37.51
JENEPONTO,7304,25.71,23.01,29.66,4.38,25.12,46.77,33.65
TAKALAR,7305,27.81,27.7,22.13,4.37,23.86,50.16,26.33
GOWA,7306,32.25,20.31,20.83,7.36,24.04,44.28,28.29
SINJAI,7307,38.83,33,13.62,7.7,13.29,45.63,20.25
MAROS,7308,26.68,23.75,18.63,10.18,25.6,48.89,28.69
PANGKAJENE DAN KEPULAUAN,7309,36.08,25.07,14.46,5.9,25,48.81,20.17
BARRU,7310,43.82,24.09,13.94,5.65,17.6,40.35,19.53
BONE,7311,44.78,27.32,14.06,12.31,7.72,34.46,25.72
SOPPENG,7312,41.23,19.53,11.67,7.41,25.06,44.57,18.26
WAJO,7313,51.44,17.8,16.91,5.75,14.57,32.18,22.28
SIDENRENG RAPPANG,7314,42.33,24.68,16.77,8.65,13.21,37.29,24.94
PINRANG,7315,44.67,20.82,15.73,13.49,10.56,30.93,29.1
ENREKANG,7316,69.45,9.82,12.86,2.93,8.49,18.19,16.28
LUWU,7317,53.17,23.62,15.14,5.36,6.59,29.97,20.99
TANA TORAJA,7318,79.17,2.07,13.6,7.09,3.79,5.74,19.77
LUWU UTARA,7322,53.86,23.43,17.61,3.91,5.62,29.07,20.99
LUWU TIMUR,7325,60.18,20.89,15.54,3.01,4.17,25.02,18.25
TORAJA UTARA,7326,77.53,2.52,8.82,11.41,3.29,5.81,20.29
KOTA MAKASSAR,7371,38.32,18.51,17.74,16.11,14.8,32.94,33.47
KOTA PARE-PARE,7372,48.57,19.11,13.73,10.29,14.94,32.65,23.35
KOTA PALOPO,7373,55.07,23.42,10.71,10.95,5.41,28.4,21.21
BUTON,7401,87.32,2.97,7.97,2.89,1.21,4.24,10.85
MUNA,7402,77.25,14.55,3.85,2.78,4.71,19.41,6.65
KONAWE,7403,59.52,19.24,15.63,8.99,1.82,20.96,23.97
KOLAKA,7404,65.39,4.92,27.21,5.07,1.66,6.63,32.06
KONAWE SELATAN,7405,64.94,10.29,11.94,13.74,3.12,13.21,25.88
BOMBANA,7406,87.93,6.93,4,1.05,2.96,10.09,5.08
WAKATOBI,7407,97.76,0.45,0.82,0.27,0.43,0.82,1.03
KOLAKA UTARA,7408,70.71,2.74,26.24,3.25,1.39,4.04,29.3
BUTON UTARA,7409,95.39,1.49,2.12,1,0.82,2.12,3.01
KONAWE UTARA,7410,72.35,14.43,8.12,6.03,0.55,14.92,14.26
KOLAKA TIMUR,7411,80.61,2.74,14.25,5.34,1,3.79,18.86
KONAWE KEPULAUAN,7412,78.11,15.68,9.17,0,0,18.05,9.47
KOTA KENDARI,7471,69.5,16.07,9.46,7.42,1.93,17.9,16.79
KOTA BAU-BAU,7472,86.33,2.71,9.87,2.88,1.12,3.66,12.78
BOALEMO,7501,83.55,3.57,13.4,2.79,0.46,3.98,15.99
GORONTALO,7502,66.5,22.13,5.54,8.1,1.93,23.75,13.92
POHUWATO,7503,84.67,3.32,11.7,1.69,0.58,3.96,13.34
BONE BOLANGO,7504,77.69,5.95,10.92,6.72,0.88,7.01,17.62
GORONTALO UTARA,7505,81.94,13.25,3.79,1.63,0.93,14.33,5.33
KOTA GORONTALO,7571,61.21,13.8,10.59,17.74,1.27,15.02,28.37
MAJENE,7601,65.04,18.16,13.24,4.27,5.39,23.79,17.09
POLEWALI MANDAR,7602,57.8,15.04,10.54,10.21,11.09,26.03,20.64
MAMASA,7603,83.1,3.76,10.26,2.82,1.66,5.2,13.29
MAMUJU,7604,68.58,7.12,23.35,3.6,1.57,8.77,26.41
MAMUJU UTARA,7605,52.01,19.13,20.3,11.38,1.57,21.45,31.95
MAMUJU TENGAH,7606,63.49,3.49,29.56,6.35,1.14,4.65,34.99
MALUKU TENGGARA BARAT,8101,92.3,0.36,8.6,1.22,0.2,0.53,10.08
MALUKU TENGGARA,8102,91.05,0.66,7.55,3.93,0.15,0.81,11.26
MALUKU TENGAH,8103,92.92,0.96,5.86,1.7,0.3,1.12,7.14
BURU,8104,91.52,0.43,7,1.37,0.17,0.59,8.14
KEPULAUAN ARU,8105,97.27,0.3,1.1,0.18,0.18,0.31,1.42
SERAM BAGIAN BARAT,8106,96.41,0.79,2.31,0.68,0.16,0.99,2.97
SERAM BAGIAN TIMUR,8107,98.9,0.77,1.54,0,0,0.97,1.84
MALUKU BARAT DAYA,8108,86.53,2.77,3.22,0,0,2.71,3.67
BURU SELATAN,8109,93.45,1.3,1.96,0.32,0.29,1.49,2.62
KOTA AMBON,8171,91.04,0.29,8.95,1.72,0.09,0.36,10.48
KOTA TUAL,8172,85.48,2.81,8.43,4.92,0,0,13.35
HALMAHERA BARAT,8201,93.42,0.58,4.8,1.74,0,0.64,6.55
HALMAHERA TENGAH,8202,99.2,0.39,0.71,0.28,0.18,0.56,0.97
KEPULAUAN SULA,8203,97.88,0.39,0.37,0,0,0.26,0.49
HALMAHERA SELATAN,8204,96.41,1.85,1.7,0.53,0,1.92,2.26
HALMAHERA UTARA,8205,95.58,0.85,3.77,1.06,0.19,1.06,4.92
HALMAHERA TIMUR,8206,96.55,1.56,2.84,1.39,0.3,1.83,4.01
PULAU MOROTAI,8207,96.81,0.88,1.75,0.53,0,1.03,2.27
PULAU TALIABU,8208,96.1,1.03,0.5,0.53,0,1.1,1.13
KOTA TERNATE,8271,96.16,0.4,3.01,1.42,0.1,0.48,4.57
KOTA TIDORE KEPULAUAN,8272,95.79,0.5,2.75,2.85,0.16,0.69,5.56
FAKFAK,9101,95.06,0.36,3.87,1.11,0,0.5,5.01
KAIMANA,9102,98.55,2.71,1.38,0,0,2.83,1.43
TELUK WONDAMA,9103,99.88,1.61,0.47,0,0,1.45,0.82
TELUK BINTUNI,9104,98.08,1.12,2.03,0.51,0,1.31,2.37
MANOKWARI,9105,95.12,0.51,4.36,1.22,0.1,0.6,5.62
SORONG SELATAN,9106,95.59,0,1.15,0.43,0,0.5,1.22
SORONG,9107,97.57,0.6,4.03,2.1,0,0.75,5.91
RAJA AMPAT,9108,97.53,0,1.42,0.44,0,0,1.27
TAMBRAUW,9109,97.23,1.17,1.75,0,0,1.31,1.97
MAYBRAT,9110,96.78,0,0,0,0,0,0
MANOKWARI SELATAN,9111,96.79,2.5,2.05,0,0,2.59,2.23
PEGUNUNGAN ARFAK,9112,93.61,4.62,1.63,0,0,4.48,2.72
KOTA SORONG,9171,95.82,0.21,3.6,1.83,0.11,0.33,5.35
MERAUKE,9401,94.96,0.42,4.72,1.28,0.11,0.52,6.17
JAYAWIJAYA,9402,100,0.16,0.22,0.09,0,0.29,0.32
JAYAPURA,9403,95.23,1.78,5.2,1.61,0.38,1.96,6.6
NABIRE,9404,95.81,0.37,3.9,1.22,0.14,0.49,5.05
KEPULAUAN YAPEN,9408,98.53,0.23,1.95,0.76,0,0.23,2.62
BIAK NUMFOR,9409,95.67,0.23,3.51,1.02,0,0.32,4.52
PANIAI,9410,97.52,0.58,1.86,0.72,0.22,0.87,2.28
PUNCAK JAYA,9411,98.07,0.94,2.52,0.43,1.02,1.46,2.99
MIMIKA,9412,91.09,0.25,9.64,1.79,0.12,0.39,11.33
BOVEN DIGOEL,9413,97.91,0.65,1.26,0,0,1.15,1.55
MAPPI,9414,96.97,1.66,1.69,0.41,0.26,1.75,1.98
ASMAT,9415,95.74,0,0.47,0,0,0.51,0
YAHUKIMO,9416,100,0,0,0,0,0,0
TOLIKARA,9418,96.54,0,0,2,0,0,2
SARMI,9419,100,0.84,0.78,0,0,0.84,1.79
KEEROM,9420,91.17,1.55,11.56,1.11,0,1.2,12.6
WAROPEN,9426,96.94,0,2.81,0,0,0,4.34
MAMBERAMO RAYA,9428,98.78,0,0.84,0,0,0,0
NDUGA,9429,0,0,0,0,0,0,0
LANNY JAYA,9430,98.3,0,0,0,0,0,0
MAMBERAMO TENGAH,9431,93.57,0,0.85,0,0,0,1.05
YALIMO,9432,89.29,0,0,0,0,0,0
PUNCAK,9433,89.73,5.41,0,0,0,0,0
DOGIYAI,9434,99.75,0,0,0,0,0,0
INTAN JAYA,9435,84.58,0,0,5,4.58,4.58,7.5
DEIYAI,9436,100,0,0,0,0,0,0
KOTA JAYAPURA,9471,94.33,0.21,5.72,1.07,0.11,0.29,6.73
